Temps;Déplacement;Déformation 1;Force
(s);(mm);(%);(kN)
"221,2000";"7,0773";"13,7200";"17,0155"
"221,3000";"7,0805";"13,7283";"17,0174"
"221,4000";"7,0837";"13,7367";"17,0189"
"221,5000";"7,0868";"13,7450";"17,0171"
"221,6000";"7,0900";"13,7533";"17,0187"
"221,7000";"7,0933";"13,7617";"17,0206"
"221,8000";"7,0964";"13,7700";"17,0198"
"221,9000";"7,0996";"13,7784";"17,0207"
"222,0000";"7,1029";"13,7867";"17,0231"
"222,1000";"7,1061";"13,7952";"17,0255"
"222,2000";"7,1093";"13,8035";"17,0249"
"222,3000";"7,1125";"13,8119";"17,0259"
"222,4000";"7,1157";"13,8202";"17,0266"
"222,5000";"7,1189";"13,8286";"17,0279"
"222,6000";"7,1220";"13,8368";"17,0255"
"222,7000";"7,1252";"13,8453";"17,0280"
"222,8000";"7,1285";"13,8536";"17,0304"
"222,9000";"7,1316";"13,8620";"17,0304"
"223,0000";"7,1349";"13,8704";"17,0323"
"223,1000";"7,1382";"13,8790";"17,0354"
"223,2000";"7,1413";"13,8872";"17,0337"
"223,3000";"7,1445";"13,8957";"17,0347"
"223,4000";"7,1477";"13,9040";"17,0344"
"223,5000";"7,1509";"13,9125";"17,0365"
"223,6000";"7,1540";"13,9208";"17,0363"
"223,7000";"7,1572";"13,9292";"17,0371"
"223,8000";"7,1604";"13,9376";"17,0389"
"223,9000";"7,1637";"13,9461";"17,0416"
"224,0000";"7,1669";"13,9544";"17,0403"
"224,1000";"7,1701";"13,9629";"17,0416"
"224,2000";"7,1733";"13,9713";"17,0431"
"224,3000";"7,1764";"13,9797";"17,0419"
"224,4000";"7,1796";"13,9879";"17,0432"
"224,5000";"7,1828";"13,9962";"17,0445"
"224,6000";"7,1860";"14,0047";"17,0446"
"224,7000";"7,1892";"14,0131";"17,0451"
"224,8000";"7,1925";"14,0215";"17,0476"
"224,9000";"7,1957";"14,0299";"17,0487"
"225,0000";"7,1989";"14,0384";"17,0488"
"225,1000";"7,2021";"14,0467";"17,0493"
"225,2000";"7,2053";"14,0553";"17,0515"
"225,3000";"7,2085";"14,0636";"17,0518"
"225,4000";"7,2116";"14,0720";"17,0501"
"225,5000";"7,2148";"14,0803";"17,0511"
"225,6000";"7,2181";"14,0888";"17,0546"
"225,7000";"7,2212";"14,0970";"17,0531"
"225,8000";"7,2245";"14,1056";"17,0562"
"225,9000";"7,2277";"14,1140";"17,0580"
"226,0000";"7,2309";"14,1225";"17,0587"
"226,1000";"7,2341";"14,1308";"17,0578"
"226,2000";"7,2373";"14,1393";"17,0588"
"226,3000";"7,2405";"14,1476";"17,0592"
"226,4000";"7,2436";"14,1560";"17,0599"
"226,5000";"7,2468";"14,1644";"17,0597"
"226,6000";"7,2501";"14,1729";"17,0625"
"226,7000";"7,2533";"14,1813";"17,0646"
"226,8000";"7,2565";"14,1898";"17,0647"
"226,9000";"7,2597";"14,1982";"17,0650"
"227,0000";"7,2630";"14,2067";"17,0672"
"227,1000";"7,2660";"14,2150";"17,0648"
"227,2000";"7,2693";"14,2234";"17,0665"
"227,3000";"7,2724";"14,2317";"17,0672"
"227,4000";"7,2756";"14,2402";"17,0683"
"227,5000";"7,2788";"14,2486";"17,0688"
"227,6000";"7,2821";"14,2571";"17,0704"
"227,7000";"7,2853";"14,2655";"17,0720"
"227,8000";"7,2885";"14,2739";"17,0725"
"227,9000";"7,2917";"14,2825";"17,0718"
"228,0000";"7,2949";"14,2908";"17,0737"
"228,1000";"7,2981";"14,2993";"17,0742"
"228,2000";"7,3012";"14,3077";"17,0734"
"228,3000";"7,3044";"14,3161";"17,0748"
"228,4000";"7,3077";"14,3246";"17,0774"
"228,5000";"7,3108";"14,3329";"17,0761"
"228,6000";"7,3141";"14,3413";"17,0778"
"228,7000";"7,3173";"14,3499";"17,0809"
"228,8000";"7,3205";"14,3583";"17,0798"
"228,9000";"7,3237";"14,3667";"17,0802"
"229,0000";"7,3268";"14,3751";"17,0802"
"229,1000";"7,3301";"14,3837";"17,0827"
"229,2000";"7,3332";"14,3920";"17,0820"
"229,3000";"7,3364";"14,4004";"17,0816"
"229,4000";"7,3396";"14,4089";"17,0838"
"229,5000";"7,3429";"14,4173";"17,0873"
"229,6000";"7,3460";"14,4258";"17,0857"
"229,7000";"7,3493";"14,4343";"17,0868"
"229,8000";"7,3525";"14,4428";"17,0887"
"229,9000";"7,3557";"14,4512";"17,0877"
"230,0000";"7,3588";"14,4596";"17,0875"
"230,1000";"7,3621";"14,4680";"17,0888"
"230,2000";"7,3652";"14,4765";"17,0890"
"230,3000";"7,3684";"14,4848";"17,0909"
"230,4000";"7,3716";"14,4933";"17,0914"
"230,5000";"7,3749";"14,5018";"17,0947"
"230,6000";"7,3781";"14,5103";"17,0943"
"230,7000";"7,3813";"14,5186";"17,0939"
"230,8000";"7,3845";"14,5272";"17,0949"
"230,9000";"7,3877";"14,5356";"17,0972"
"231,0000";"7,3908";"14,5440";"17,0948"
"231,1000";"7,3940";"14,5524";"17,0963"
"231,2000";"7,3973";"14,5609";"17,0990"
"231,3000";"7,4004";"14,5694";"17,0989"
"231,4000";"7,4037";"14,5779";"17,1003"
"231,5000";"7,4069";"14,5864";"17,1019"
"231,6000";"7,4101";"14,5948";"17,1012"
"231,7000";"7,4133";"14,6033";"17,1017"
"231,8000";"7,4164";"14,6115";"17,1020"
"231,9000";"7,4197";"14,6202";"17,1035"
"232,0000";"7,4228";"14,6285";"17,1038"
"232,1000";"7,4260";"14,6368";"17,1031"
"232,2000";"7,4292";"14,6454";"17,1056"
"232,3000";"7,4325";"14,6540";"17,1075"
"232,4000";"7,4357";"14,6622";"17,1064"
"232,5000";"7,4389";"14,6707";"17,1077"
"232,6000";"7,4422";"14,6792";"17,1109"
"232,7000";"7,4452";"14,6877";"17,1086"
"232,8000";"7,4484";"14,6960";"17,1093"
"232,9000";"7,4516";"14,7045";"17,1096"
"233,0000";"7,4548";"14,7129";"17,1111"
"233,1000";"7,4580";"14,7213";"17,1114"
"233,2000";"7,4612";"14,7298";"17,1126"
"233,3000";"7,4645";"14,7383";"17,1153"
"233,4000";"7,4677";"14,7468";"17,1165"
"233,5000";"7,4708";"14,7552";"17,1152"
"233,6000";"7,4741";"14,7638";"17,1173"
"233,7000";"7,4773";"14,7722";"17,1174"
"233,8000";"7,4804";"14,7806";"17,1164"
"233,9000";"7,4836";"14,7889";"17,1167"
"234,0000";"7,4869";"14,7975";"17,1207"
"234,1000";"7,4900";"14,8059";"17,1199"
"234,2000";"7,4933";"14,8144";"17,1223"
"234,3000";"7,4965";"14,8230";"17,1238"
"234,4000";"7,4997";"14,8315";"17,1244"
"234,5000";"7,5029";"14,8399";"17,1238"
"234,6000";"7,5060";"14,8484";"17,1232"
"234,7000";"7,5093";"14,8568";"17,1253"
"234,8000";"7,5125";"14,8654";"17,1265"
"234,9000";"7,5156";"14,8737";"17,1254"
"235,0000";"7,5188";"14,8823";"17,1277"
"235,1000";"7,5221";"14,8908";"17,1307"
"235,2000";"7,5253";"14,8993";"17,1295"
"235,3000";"7,5285";"14,9077";"17,1300"
"235,4000";"7,5317";"14,9163";"17,1319"
"235,5000";"7,5349";"14,9247";"17,1307"
"235,6000";"7,5380";"14,9332";"17,1316"
"235,7000";"7,5412";"14,9416";"17,1323"
"235,8000";"7,5444";"14,9501";"17,1330"
"235,9000";"7,5476";"14,9585";"17,1338"
"236,0000";"7,5508";"14,9670";"17,1340"
"236,1000";"7,5541";"14,9755";"17,1371"
"236,2000";"7,5573";"14,9840";"17,1373"
"236,3000";"7,5604";"14,9925";"17,1368"
"236,4000";"7,5637";"15,0009";"17,1375"
"236,5000";"7,5669";"15,0096";"17,1404"
"236,6000";"7,5700";"15,0180";"17,1377"
"236,7000";"7,5732";"15,0263";"17,1383"
"236,8000";"7,5765";"15,0348";"17,1408"
"236,9000";"7,5797";"15,0433";"17,1416"
"237,0000";"7,5829";"15,0517";"17,1424"
"237,1000";"7,5861";"15,0603";"17,1447"
"237,2000";"7,5893";"15,0687";"17,1450"
"237,3000";"7,5925";"15,0774";"17,1459"
"237,4000";"7,5956";"15,0857";"17,1441"
"237,5000";"7,5989";"15,0942";"17,1471"
"237,6000";"7,6020";"15,1026";"17,1467"
"237,7000";"7,6052";"15,1111";"17,1466"
"237,8000";"7,6084";"15,1196";"17,1481"
"237,9000";"7,6117";"15,1283";"17,1522"
"238,0000";"7,6149";"15,1367";"17,1504"
"238,1000";"7,6181";"15,1452";"17,1513"
"238,2000";"7,6213";"15,1538";"17,1526"
"238,3000";"7,6245";"15,1622";"17,1521"
"238,4000";"7,6276";"15,1707";"17,1518"
"238,5000";"7,6308";"15,1790";"17,1522"
"238,6000";"7,6340";"15,1876";"17,1533"
"238,7000";"7,6372";"15,1961";"17,1547"
"238,8000";"7,6404";"15,2046";"17,1545"
"238,9000";"7,6437";"15,2129";"17,1571"
"239,0000";"7,6469";"15,2216";"17,1582"
"239,1000";"7,6501";"15,2300";"17,1571"
"239,2000";"7,6533";"15,2385";"17,1584"
"239,3000";"7,6565";"15,2470";"17,1597"
"239,4000";"7,6596";"15,2555";"17,1583"
"239,5000";"7,6628";"15,2638";"17,1590"
"239,6000";"7,6661";"15,2723";"17,1619"
"239,7000";"7,6692";"15,2807";"17,1613"
"239,8000";"7,6725";"15,2892";"17,1627"
"239,9000";"7,6757";"15,2978";"17,1638"
"240,0000";"7,6789";"15,3063";"17,1656"
"240,1000";"7,6821";"15,3147";"17,1653"
"240,2000";"7,6852";"15,3231";"17,1646"
"240,3000";"7,6885";"15,3317";"17,1664"
"240,4000";"7,6917";"15,3401";"17,1676"
"240,5000";"7,6948";"15,3486";"17,1660"
"240,6000";"7,6980";"15,3571";"17,1683"
"240,7000";"7,7013";"15,3657";"17,1712"
"240,8000";"7,7045";"15,3742";"17,1717"
"240,9000";"7,7077";"15,3827";"17,1711"
"241,0000";"7,7109";"15,3913";"17,1740"
"241,1000";"7,7141";"15,3997";"17,1723"
"241,2000";"7,7173";"15,4082";"17,1734"
"241,3000";"7,7204";"15,4167";"17,1723"
"241,4000";"7,7237";"15,4252";"17,1747"
"241,5000";"7,7268";"15,4337";"17,1755"
"241,6000";"7,7300";"15,4422";"17,1760"
"241,7000";"7,7333";"15,4508";"17,1785"
"241,8000";"7,7366";"15,4594";"17,1806"
"241,9000";"7,7396";"15,4678";"17,1780"
"242,0000";"7,7429";"15,4763";"17,1795"
"242,1000";"7,7461";"15,4848";"17,1803"
"242,2000";"7,7492";"15,4933";"17,1799"
"242,3000";"7,7524";"15,5017";"17,1797"
"242,4000";"7,7557";"15,5102";"17,1828"
"242,5000";"7,7588";"15,5187";"17,1829"
"242,6000";"7,7621";"15,5274";"17,1845"
"242,7000";"7,7653";"15,5359";"17,1855"
"242,8000";"7,7685";"15,5445";"17,1862"
"242,9000";"7,7717";"15,5529";"17,1866"
"243,0000";"7,7748";"15,5614";"17,1851"
"243,1000";"7,7781";"15,5700";"17,1881"
"243,2000";"7,7813";"15,5786";"17,1884"
"243,3000";"7,7844";"15,5869";"17,1874"
"243,4000";"7,7876";"15,5956";"17,1889"
"243,5000";"7,7909";"15,6042";"17,1927"
"243,6000";"7,7941";"15,6127";"17,1911"
"243,7000";"7,7973";"15,6213";"17,1917"
"243,8000";"7,8005";"15,6297";"17,1933"
"243,9000";"7,8037";"15,6383";"17,1937"
"244,0000";"7,8068";"15,6468";"17,1936"
"244,1000";"7,8100";"15,6553";"17,1933"
"244,2000";"7,8132";"15,6638";"17,1945"
"244,3000";"7,8165";"15,6726";"17,1966"
"244,4000";"7,8196";"15,6808";"17,1957"
"244,5000";"7,8229";"15,6897";"17,1989"
"244,6000";"7,8261";"15,6982";"17,2002"
"244,7000";"7,8293";"15,7068";"17,1995"
"244,8000";"7,8325";"15,7152";"17,1998"
"244,9000";"7,8357";"15,7239";"17,2020"
"245,0000";"7,8388";"15,7323";"17,2000"
"245,1000";"7,8420";"15,7408";"17,2003"
"245,2000";"7,8452";"15,7494";"17,2020"
"245,3000";"7,8485";"15,7580";"17,2038"
"245,4000";"7,8517";"15,7666";"17,2048"
"245,5000";"7,8549";"15,7752";"17,2057"
"245,6000";"7,8581";"15,7839";"17,2065"
"245,7000";"7,8613";"15,7924";"17,2070"
"245,8000";"7,8644";"15,8009";"17,2050"
"245,9000";"7,8677";"15,8096";"17,2073"
"246,0000";"7,8709";"15,8181";"17,2077"
"246,1000";"7,8740";"15,8266";"17,2077"
"246,2000";"7,8772";"15,8352";"17,2089"
"246,3000";"7,8805";"15,8438";"17,2117"
"246,4000";"7,8837";"15,8524";"17,2112"
"246,5000";"7,8869";"15,8610";"17,2107"
"246,6000";"7,8901";"15,8696";"17,2129"
"246,7000";"7,8933";"15,8781";"17,2122"
"246,8000";"7,8964";"15,8867";"17,2122"
"246,9000";"7,8996";"15,8953";"17,2119"
"247,0000";"7,9028";"15,9039";"17,2145"
"247,1000";"7,9061";"15,9124";"17,2151"
"247,2000";"7,9092";"15,9209";"17,2144"
"247,3000";"7,9125";"15,9296";"17,2165"
"247,4000";"7,9158";"15,9382";"17,2192"
"247,5000";"7,9188";"15,9468";"17,2171"
"247,6000";"7,9221";"15,9554";"17,2184"
"247,7000";"7,9253";"15,9639";"17,2198"
"247,8000";"7,9285";"15,9725";"17,2197"
"247,9000";"7,9316";"15,9811";"17,2180"
"248,0000";"7,9348";"15,9896";"17,2204"
"248,1000";"7,9380";"15,9982";"17,2208"
"248,2000";"7,9413";"16,0069";"17,2234"
"248,3000";"7,9445";"16,0155";"17,2231"
"248,4000";"7,9477";"16,0241";"17,2253"
"248,5000";"7,9509";"16,0326";"17,2255"
"248,6000";"7,9540";"16,0414";"17,2237"
"248,7000";"7,9573";"16,0498";"17,2247"
"248,8000";"7,9605";"16,0583";"17,2263"
"248,9000";"7,9636";"16,0668";"17,2251"
"249,0000";"7,9668";"16,0756";"17,2268"
"249,1000";"7,9701";"16,0841";"17,2293"
"249,2000";"7,9733";"16,0928";"17,2303"
"249,3000";"7,9765";"16,1013";"17,2296"
"249,4000";"7,9797";"16,1100";"17,2305"
"249,5000";"7,9829";"16,1186";"17,2301"
"249,6000";"7,9861";"16,1272";"17,2307"
"249,7000";"7,9892";"16,1357";"17,2295"
"249,8000";"7,9924";"16,1443";"17,2316"
"249,9000";"7,9957";"16,1529";"17,2332"
"250,0000";"7,9988";"16,1615";"17,2327"
"250,1000";"8,0021";"16,1702";"17,2351"
"250,2000";"8,0053";"16,1789";"17,2364"
"250,3000";"8,0085";"16,1875";"17,2347"
"250,4000";"8,0117";"16,1960";"17,2354"
"250,5000";"8,0149";"16,2046";"17,2374"
"250,6000";"8,0180";"16,2132";"17,2367"
"250,7000";"8,0212";"16,2218";"17,2363"
"250,8000";"8,0244";"16,2303";"17,2375"
"250,9000";"8,0277";"16,2391";"17,2392"
"251,0000";"8,0309";"16,2476";"17,2401"
"251,1000";"8,0341";"16,2563";"17,2399"
"251,2000";"8,0373";"16,2649";"17,2416"
"251,3000";"8,0406";"16,2738";"17,2437"
"251,4000";"8,0436";"16,2822";"17,2409"
"251,5000";"8,0469";"16,2909";"17,2430"
"251,6000";"8,0501";"16,2995";"17,2434"
"251,7000";"8,0532";"16,3080";"17,2431"
"251,8000";"8,0564";"16,3167";"17,2433"
"251,9000";"8,0597";"16,3253";"17,2467"
"252,0000";"8,0629";"16,3340";"17,2467"
"252,1000";"8,0661";"16,3427";"17,2470"
"252,2000";"8,0693";"16,3513";"17,2474"
"252,3000";"8,0725";"16,3600";"17,2485"
"252,4000";"8,0757";"16,3686";"17,2474"
"252,5000";"8,0788";"16,3771";"17,2466"
"252,6000";"8,0820";"16,3858";"17,2478"
"252,7000";"8,0853";"16,3945";"17,2505"
"252,8000";"8,0884";"16,4031";"17,2496"
"252,9000";"8,0917";"16,4118";"17,2520"
"253,0000";"8,0949";"16,4205";"17,2535"
"253,1000";"8,0981";"16,4291";"17,2524"
"253,2000";"8,1013";"16,4377";"17,2521"
"253,3000";"8,1045";"16,4464";"17,2531"
"253,4000";"8,1077";"16,4550";"17,2528"
"253,5000";"8,1108";"16,4636";"17,2530"
"253,6000";"8,1140";"16,4722";"17,2543"
"253,7000";"8,1172";"16,4809";"17,2556"
"253,8000";"8,1205";"16,4896";"17,2571"
"253,9000";"8,1237";"16,4982";"17,2564"
"254,0000";"8,1269";"16,5069";"17,2580"
"254,1000";"8,1301";"16,5157";"17,2587"
"254,2000";"8,1332";"16,5241";"17,2569"
"254,3000";"8,1364";"16,5328";"17,2583"
"254,4000";"8,1397";"16,5415";"17,2603"
"254,5000";"8,1428";"16,5501";"17,2590"
"254,6000";"8,1460";"16,5587";"17,2599"
"254,7000";"8,1493";"16,5674";"17,2619"
"254,8000";"8,1525";"16,5762";"17,2632"
"254,9000";"8,1557";"16,5848";"17,2624"
"255,0000";"8,1589";"16,5934";"17,2633"
"255,1000";"8,1621";"16,6021";"17,2638"
"255,2000";"8,1653";"16,6107";"17,2648"
"255,3000";"8,1684";"16,6192";"17,2625"
"255,4000";"8,1716";"16,6280";"17,2645"
"255,5000";"8,1749";"16,6366";"17,2659"
"255,6000";"8,1780";"16,6452";"17,2658"
"255,7000";"8,1813";"16,6539";"17,2673"
"255,8000";"8,1846";"16,6626";"17,2706"
"255,9000";"8,1877";"16,6713";"17,2687"
"256,0000";"8,1909";"16,6799";"17,2696"
"256,1000";"8,1941";"16,6886";"17,2695"
"256,2000";"8,1973";"16,6972";"17,2708"
"256,3000";"8,2004";"16,7057";"17,2695"
"256,4000";"8,2036";"16,7144";"17,2707"
"256,5000";"8,2068";"16,7230";"17,2726"
"256,6000";"8,2101";"16,7317";"17,2753"
"256,7000";"8,2133";"16,7404";"17,2743"
"256,8000";"8,2165";"16,7491";"17,2757"
"256,9000";"8,2197";"16,7578";"17,2765"
"257,0000";"8,2228";"16,7662";"17,2746"
"257,1000";"8,2261";"16,7751";"17,2761"
"257,2000";"8,2293";"16,7837";"17,2772"
"257,3000";"8,2324";"16,7923";"17,2770"
"257,4000";"8,2356";"16,8011";"17,2774"
"257,5000";"8,2389";"16,8097";"17,2802"
"257,6000";"8,2421";"16,8184";"17,2805"
"257,7000";"8,2453";"16,8270";"17,2805"
"257,8000";"8,2485";"16,8357";"17,2805"
"257,9000";"8,2517";"16,8444";"17,2824"
"258,0000";"8,2549";"16,8531";"17,2825"
"258,1000";"8,2580";"16,8616";"17,2811"
"258,2000";"8,2612";"16,8703";"17,2822"
"258,3000";"8,2645";"16,8790";"17,2857"
"258,4000";"8,2676";"16,8877";"17,2835"
"258,5000";"8,2709";"16,8963";"17,2859"
"258,6000";"8,2741";"16,9051";"17,2877"
"258,7000";"8,2773";"16,9139";"17,2874"
"258,8000";"8,2805";"16,9224";"17,2868"
"258,9000";"8,2837";"16,9312";"17,2880"
"259,0000";"8,2869";"16,9398";"17,2883"
"259,1000";"8,2900";"16,9485";"17,2882"
"259,2000";"8,2932";"16,9570";"17,2873"
"259,3000";"8,2965";"16,9657";"17,2905"
"259,4000";"8,2997";"16,9744";"17,2918"
"259,5000";"8,3029";"16,9832";"17,2920"
"259,6000";"8,3061";"16,9918";"17,2926"
"259,7000";"8,3094";"17,0006";"17,2949"
"259,8000";"8,3124";"17,0092";"17,2919"
"259,9000";"8,3157";"17,0179";"17,2932"
"260,0000";"8,3189";"17,0264";"17,2940"
"260,1000";"8,3220";"17,0352";"17,2943"
"260,2000";"8,3252";"17,0439";"17,2942"
"260,3000";"8,3285";"17,0525";"17,2970"
"260,4000";"8,3317";"17,0613";"17,2980"
"260,5000";"8,3349";"17,0700";"17,2984"
"260,6000";"8,3381";"17,0788";"17,2980"
"260,7000";"8,3413";"17,0873";"17,2988"
"260,8000";"8,3445";"17,0961";"17,2990"
"260,9000";"8,3476";"17,1047";"17,2974"
"261,0000";"8,3508";"17,1134";"17,2996"
"261,1000";"8,3541";"17,1221";"17,3020"
"261,2000";"8,3572";"17,1308";"17,3009"
"261,3000";"8,3605";"17,1395";"17,3025"
"261,4000";"8,3637";"17,1483";"17,3050"
"261,5000";"8,3669";"17,1569";"17,3033"
"261,6000";"8,3701";"17,1656";"17,3032"
"261,7000";"8,3732";"17,1743";"17,3034"
"261,8000";"8,3765";"17,1830";"17,3058"
"261,9000";"8,3796";"17,1918";"17,3050"
"262,0000";"8,3828";"17,2004";"17,3053"
"262,1000";"8,3860";"17,2092";"17,3066"
"262,2000";"8,3893";"17,2179";"17,3095"
"262,3000";"8,3925";"17,2266";"17,3078"
"262,4000";"8,3957";"17,2354";"17,3095"
"262,5000";"8,3989";"17,2442";"17,3109"
"262,6000";"8,4021";"17,2529";"17,3101"
"262,7000";"8,4052";"17,2615";"17,3098"
"262,8000";"8,4085";"17,2703";"17,3110"
"262,9000";"8,4116";"17,2790";"17,3102"
"263,0000";"8,4148";"17,2878";"17,3112"
"263,1000";"8,4180";"17,2963";"17,3119"
"263,2000";"8,4213";"17,3052";"17,3150"
"263,3000";"8,4245";"17,3139";"17,3143"
"263,4000";"8,4277";"17,3227";"17,3139"
"263,5000";"8,4309";"17,3315";"17,3145"
"263,6000";"8,4341";"17,3402";"17,3154"
"263,7000";"8,4372";"17,3488";"17,3127"
"263,8000";"8,4404";"17,3575";"17,3143"
"263,9000";"8,4437";"17,3662";"17,3169"
"264,0000";"8,4468";"17,3749";"17,3167"
"264,1000";"8,4501";"17,3838";"17,3182"
"264,2000";"8,4533";"17,3926";"17,3202"
"264,3000";"8,4565";"17,4015";"17,3190"
"264,4000";"8,4597";"17,4101";"17,3187"
"264,5000";"8,4628";"17,4188";"17,3183"
"264,6000";"8,4661";"17,4275";"17,3200"
"264,7000";"8,4692";"17,4362";"17,3199"
"264,8000";"8,4724";"17,4449";"17,3197"
"264,9000";"8,4756";"17,4537";"17,3222"
"265,0000";"8,4789";"17,4626";"17,3240"
"265,1000";"8,4821";"17,4712";"17,3227"
"265,2000";"8,4853";"17,4800";"17,3235"
"265,3000";"8,4886";"17,4888";"17,3260"
"265,4000";"8,4916";"17,4976";"17,3233"
"265,5000";"8,4948";"17,5063";"17,3242"
"265,6000";"8,4980";"17,5151";"17,3250"
"265,7000";"8,5012";"17,5239";"17,3264"
"265,8000";"8,5044";"17,5327";"17,3256"
"265,9000";"8,5076";"17,5414";"17,3269"
"266,0000";"8,5109";"17,5503";"17,3284"
"266,1000";"8,5141";"17,5590";"17,3295"
"266,2000";"8,5172";"17,5677";"17,3276"
"266,3000";"8,5205";"17,5766";"17,3300"
"266,4000";"8,5237";"17,5854";"17,3301"
"266,5000";"8,5268";"17,5940";"17,3290"
"266,6000";"8,5300";"17,6027";"17,3288"
"266,7000";"8,5333";"17,6116";"17,3317"
"266,8000";"8,5364";"17,6202";"17,3306"
"266,9000";"8,5397";"17,6292";"17,3327"
"267,0000";"8,5429";"17,6381";"17,3340"
"267,1000";"8,5461";"17,6469";"17,3348"
"267,2000";"8,5493";"17,6557";"17,3340"
"267,3000";"8,5524";"17,6644";"17,3332"
"267,4000";"8,5557";"17,6732";"17,3340"
"267,5000";"8,5589";"17,6820";"17,3343"
"267,6000";"8,5620";"17,6906";"17,3334"
"267,7000";"8,5652";"17,6995";"17,3357"
"267,8000";"8,5685";"17,7084";"17,3379"
"267,9000";"8,5717";"17,7172";"17,3376"
"268,0000";"8,5749";"17,7260";"17,3383"
"268,1000";"8,5781";"17,7349";"17,3397"
"268,2000";"8,5812";"17,7435";"17,3379"
"268,3000";"8,5844";"17,7523";"17,3378"
"268,4000";"8,5876";"17,7611";"17,3387"
"268,5000";"8,5908";"17,7700";"17,3394"
"268,6000";"8,5940";"17,7787";"17,3400"
"268,7000";"8,5972";"17,7876";"17,3405"
"268,8000";"8,6005";"17,7963";"17,3431"
"268,9000";"8,6037";"17,8052";"17,3427"
"269,0000";"8,6069";"17,8139";"17,3414"
"269,1000";"8,6101";"17,8229";"17,3426"
"269,2000";"8,6133";"17,8317";"17,3448"
"269,3000";"8,6164";"17,8404";"17,3425"
"269,4000";"8,6196";"17,8492";"17,3437"
"269,5000";"8,6229";"17,8580";"17,3459"
"269,6000";"8,6260";"17,8669";"17,3460"
"269,7000";"8,6293";"17,8758";"17,3462"
"269,8000";"8,6325";"17,8847";"17,3484"
"269,9000";"8,6357";"17,8934";"17,3477"
"270,0000";"8,6389";"17,9023";"17,3481"
"270,1000";"8,6420";"17,9111";"17,3471"
"270,2000";"8,6453";"17,9200";"17,3495"
"270,3000";"8,6484";"17,9288";"17,3485"
"270,4000";"8,6516";"17,9376";"17,3480"
"270,5000";"8,6548";"17,9464";"17,3493"
"270,6000";"8,6581";"17,9554";"17,3530"
"270,7000";"8,6613";"17,9642";"17,3511"
"270,8000";"8,6645";"17,9731";"17,3525"
"270,9000";"8,6677";"17,9820";"17,3542"
"271,0000";"8,6709";"17,9907";"17,3529"
"271,1000";"8,6740";"17,9995";"17,3525"
"271,2000";"8,6772";"18,0084";"17,3527"
"271,3000";"8,6804";"18,0172";"17,3533"
"271,4000";"8,6836";"18,0261";"17,3546"
"271,5000";"8,6868";"18,0350";"17,3550"
"271,6000";"8,6901";"18,0438";"17,3573"
"271,7000";"8,6933";"18,0528";"17,3577"
"271,8000";"8,6964";"18,0616";"17,3562"
"271,9000";"8,6997";"18,0705";"17,3570"
"272,0000";"8,7029";"18,0794";"17,3576"
"272,1000";"8,7060";"18,0881";"17,3556"
"272,2000";"8,7092";"18,0970";"17,3558"
"272,3000";"8,7125";"18,1058";"17,3595"
"272,4000";"8,7156";"18,1146";"17,3585"
"272,5000";"8,7189";"18,1235";"17,3601"
"272,6000";"8,7221";"18,1325";"17,3608"
"272,7000";"8,7253";"18,1412";"17,3615"
"272,8000";"8,7285";"18,1501";"17,3601"
"272,9000";"8,7316";"18,1589";"17,3596"
"273,0000";"8,7349";"18,1679";"17,3614"
"273,1000";"8,7381";"18,1767";"17,3625"
"273,2000";"8,7412";"18,1854";"17,3607"
"273,3000";"8,7444";"18,1944";"17,3629"
"273,4000";"8,7477";"18,2033";"17,3649"
"273,5000";"8,7509";"18,2121";"17,3644"
"273,6000";"8,7541";"18,2210";"17,3642"
"273,7000";"8,7574";"18,2299";"17,3669"
"273,8000";"8,7605";"18,2387";"17,3653"
"273,9000";"8,7637";"18,2477";"17,3662"
"274,0000";"8,7668";"18,2566";"17,3651"
"274,1000";"8,7701";"18,2655";"17,3670"
"274,2000";"8,7732";"18,2742";"17,3668"
"274,3000";"8,7764";"18,2831";"17,3673"
"274,4000";"8,7797";"18,2921";"17,3692"
"274,5000";"8,7829";"18,3011";"17,3710"
"274,6000";"8,7860";"18,3099";"17,3688"
"274,7000";"8,7893";"18,3190";"17,3699"
"274,8000";"8,7925";"18,3278";"17,3705"
"274,9000";"8,7956";"18,3366";"17,3691"
"275,0000";"8,7988";"18,3454";"17,3687"
"275,1000";"8,8021";"18,3545";"17,3708"
"275,2000";"8,8052";"18,3632";"17,3710"
"275,3000";"8,8085";"18,3723";"17,3727"
"275,4000";"8,8117";"18,3812";"17,3736"
"275,5000";"8,8149";"18,3901";"17,3736"
"275,6000";"8,8181";"18,3989";"17,3729"
"275,7000";"8,8212";"18,4077";"17,3714"
"275,8000";"8,8245";"18,4167";"17,3739"
"275,9000";"8,8277";"18,4255";"17,3741"
"276,0000";"8,8308";"18,4344";"17,3730"
"276,1000";"8,8340";"18,4433";"17,3744"
"276,2000";"8,8373";"18,4524";"17,3785"
"276,3000";"8,8405";"18,4611";"17,3762"
"276,4000";"8,8437";"18,4701";"17,3763"
"276,5000";"8,8469";"18,4790";"17,3779"
"276,6000";"8,8501";"18,4879";"17,3779"
"276,7000";"8,8532";"18,4968";"17,3773"
"276,8000";"8,8564";"18,5057";"17,3773"
"276,9000";"8,8596";"18,5146";"17,3782"
